,tissue_in_publication,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,cell_type,compartment
0,Bladder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
1,Eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
2,Heart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
3,Kidney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
4,Large_Intestine,0.00014412378368433565,0.01093973871320486,0.0,0.0,0.0,0.0,0.8304412364959717,A3GALT2,0.0,0.0,0.0,all,epithelial
5,Liver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
6,Lung,5.29615645064041e-05,0.004603658802807331,0.0,0.0,0.0,0.0,0.48150333762168884,A3GALT2,0.0,0.0,0.0,all,epithelial
7,Mammary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
8,Pancreas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
9,Prostate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
10,Salivary_Gland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
11,Small_Intestine,0.00029737333534285426,0.011760147288441658,0.0,0.0,0.0,0.0,0.5185154676437378,A3GALT2,0.0,0.0,0.0,all,epithelial
12,Thymus,0.0025435821153223515,0.02672184444963932,0.0,0.0,0.0,0.0,0.33687272667884827,A3GALT2,0.0,0.0,0.0,all,epithelial
13,Tongue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
14,Trachea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
15,Uterus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3GALT2,0.0,0.0,0.0,all,epithelial
16,Bladder,0.23733015358448029,0.29309961199760437,0.0,0.0,0.13448412716388702,0.42085886746644974,2.0702502727508545,A4GALT,0.42085886746644974,1.0521471686661243,0.0,all,epithelial
17,Eye,0.5134555697441101,0.5631957054138184,0.0,0.0,0.3662334978580475,0.9367067366838455,2.765817880630493,A4GALT,0.9367067366838455,2.341766841709614,0.0,all,epithelial
18,Heart,0.010826393030583858,0.101832814514637,0.0,0.0,0.0,0.0,1.5305169820785522,A4GALT,0.0,0.0,0.0,all,epithelial
19,Kidney,0.09610951691865921,0.26498842239379883,0.0,0.0,0.0,0.0,1.8913812637329102,A4GALT,0.0,0.0,0.0,all,epithelial
20,Large_Intestine,0.00022845171042717993,0.013465452007949352,0.0,0.0,0.0,0.0,0.9569908380508423,A4GALT,0.0,0.0,0.0,all,epithelial
21,Liver,0.0020874417386949062,0.03710951283574104,0.0,0.0,0.0,0.0,1.1074905395507812,A4GALT,0.0,0.0,0.0,all,epithelial
22,Lung,0.08182098716497421,0.26686033606529236,0.0,0.0,0.0,0.0,2.3501999378204346,A4GALT,0.0,0.0,0.0,all,epithelial
23,Mammary,0.055902909487485886,0.18161630630493164,0.0,0.0,0.0,0.0,1.465056300163269,A4GALT,0.0,0.0,0.0,all,epithelial
24,Pancreas,0.00881042331457138,0.07061069458723068,0.0,0.0,0.0,0.0,1.6062456369400024,A4GALT,0.0,0.0,0.0,all,epithelial
25,Prostate,0.3680803179740906,0.4968436360359192,0.0,0.0,0.0,0.7581844925880432,2.490055561065674,A4GALT,0.7581844925880432,1.895461231470108,0.0,all,epithelial
26,Salivary_Gland,0.043291475623846054,0.15927982330322266,0.0,0.0,0.0,0.0,2.0727765560150146,A4GALT,0.0,0.0,0.0,all,epithelial
27,Small_Intestine,0.0025460694450885057,0.04302564263343811,0.0,0.0,0.0,0.0,1.094429850578308,A4GALT,0.0,0.0,0.0,all,epithelial
28,Thymus,0.07717134803533554,0.19541360437870026,0.0,0.0,0.0,0.0,1.2802120447158813,A4GALT,0.0,0.0,0.0,all,epithelial
29,Tongue,0.03578755259513855,0.1386180967092514,0.0,0.0,0.0,0.0,1.8850361108779907,A4GALT,0.0,0.0,0.0,all,epithelial
30,Trachea,0.49080508947372437,0.5496466159820557,0.0,0.0,0.3246656358242035,0.9327635169029236,2.504585027694702,A4GALT,0.9327635169029236,2.331908792257309,0.0,all,epithelial
31,Uterus,0.20517970621585846,0.2886626422405243,0.0,0.0,0.0,0.3499757796525955,1.3189120292663574,A4GALT,0.3499757796525955,0.8749394491314888,0.0,all,epithelial
32,Bladder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A4GNT,0.0,0.0,0.0,all,epithelial
33,Eye,0.0001571388856973499,0.010503743775188923,0.0,0.0,0.0,0.0,0.8469932079315186,A4GNT,0.0,0.0,0.0,all,epithelial
34,Heart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A4GNT,0.0,0.0,0.0,all,epithelial
35,Kidney,0.00022127213014755398,0.014104502275586128,0.0,0.0,0.0,0.0,0.9043687582015991,A4GNT,0.0,0.0,0.0,all,epithelial
36,Large_Intestine,7.463680231012404e-05,0.005665323697030544,0.0,0.0,0.0,0.0,0.43005725741386414,A4GNT,0.0,0.0,0.0,all,epithelial
37,Liver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A4GNT,0.0,0.0,0.0,all,epithelial
38,Lung,0.00010966208355966955,0.009014761075377464,0.0,0.0,0.0,0.0,0.9802046418190002,A4GNT,0.0,0.0,0.0,all,epithelial
39,Mammary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A4GNT,0.0,0.0,0.0,all,epithelial
40,Pancreas,0.007730838842689991,0.06684406846761703,0.0,0.0,0.0,0.0,1.3774352073669434,A4GNT,0.0,0.0,0.0,all,epithelial
41,Prostate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A4GNT,0.0,0.0,0.0,all,epithelial
42,Salivary_Gland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A4GNT,0.0,0.0,0.0,all,epithelial
43,Small_Intestine,0.005909900180995464,0.07487675547599792,0.0,0.0,0.0,0.0,1.455155849456787,A4GNT,0.0,0.0,0.0,all,epithelial
44,Thymus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A4GNT,0.0,0.0,0.0,all,epithelial
45,Tongue,1.7588950868230313e-05,0.0018372678896412253,0.0,0.0,0.0,0.0,0.1919306367635727,A4GNT,0.0,0.0,0.0,all,epithelial
46,Trachea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A4GNT,0.0,0.0,0.0,all,epithelial
47,Uterus,0.0034998944029212,0.05410730466246605,0.0,0.0,0.0,0.0,0.8364747762680054,A4GNT,0.0,0.0,0.0,all,epithelial
48,Bladder,0.1700146198272705,0.2396928071975708,0.0,0.0,0.0,0.31684521585702896,1.4597057104110718,ABO,0.31684521585702896,0.7921130396425724,0.0,all,epithelial
49,Eye,0.10567144304513931,0.2429092824459076,0.0,0.0,0.0,0.0,1.9145212173461914,ABO,0.0,0.0,0.0,all,epithelial
50,Heart,0.00630149757489562,0.05963018536567688,0.0,0.0,0.0,0.0,1.5530331134796143,ABO,0.0,0.0,0.0,all,epithelial
51,Kidney,0.09311181306838989,0.2569386959075928,0.0,0.0,0.0,0.0,2.018174409866333,ABO,0.0,0.0,0.0,all,epithelial
52,Large_Intestine,0.1533907651901245,0.29345232248306274,0.0,0.0,0.0,0.2244935818016529,1.838009238243103,ABO,0.2244935818016529,0.5612339545041323,0.0,all,epithelial
53,Liver,0.001325833611190319,0.04010026529431343,0.0,0.0,0.0,0.0,1.464033603668213,ABO,0.0,0.0,0.0,all,epithelial
54,Lung,0.1618371605873108,0.29679757356643677,0.0,0.0,0.0,0.25752364844083786,1.925115942955017,ABO,0.25752364844083786,0.6438091211020947,0.0,all,epithelial
55,Mammary,0.0045668561942875385,0.05899268761277199,0.0,0.0,0.0,0.0,1.7992991209030151,ABO,0.0,0.0,0.0,all,epithelial
56,Pancreas,0.04206947982311249,0.14778417348861694,0.0,0.0,0.0,0.0,1.9177333116531372,ABO,0.0,0.0,0.0,all,epithelial
57,Prostate,0.044448621571063995,0.17498931288719177,0.0,0.0,0.0,0.0,2.1021697521209717,ABO,0.0,0.0,0.0,all,epithelial
58,Salivary_Gland,0.007512808311730623,0.0720997229218483,0.0,0.0,0.0,0.0,1.4549039602279663,ABO,0.0,0.0,0.0,all,epithelial
59,Small_Intestine,0.12480304390192032,0.2760273814201355,0.0,0.0,0.0,0.0,1.8129019737243652,ABO,0.0,0.0,0.0,all,epithelial
60,Thymus,0.08074983209371567,0.18491117656230927,0.0,0.0,0.0,0.0,1.1595264673233032,ABO,0.0,0.0,0.0,all,epithelial
61,Tongue,0.08808741718530655,0.22401930391788483,0.0,0.0,0.0,0.0,1.7109323740005493,ABO,0.0,0.0,0.0,all,epithelial
62,Trachea,0.17861221730709076,0.3522804081439972,0.0,0.0,0.0,0.15678077191114426,2.127591848373413,ABO,0.15678077191114426,0.39195192977786064,0.0,all,epithelial
63,Uterus,0.03072746843099594,0.1335524469614029,0.0,0.0,0.0,0.0,1.197594165802002,ABO,0.0,0.0,0.0,all,epithelial
64,Bladder,0.09773373603820801,0.18135225772857666,0.0,0.0,0.0,0.179903332144022,1.5033000707626343,AGA,0.179903332144022,0.44975833036005497,0.0,all,epithelial
65,Eye,0.08958057314157486,0.2279984951019287,0.0,0.0,0.0,0.0,2.0339889526367188,AGA,0.0,0.0,0.0,all,epithelial
66,Heart,0.07319558411836624,0.1755932867527008,0.0,0.0,0.0,0.0,1.7689346075057983,AGA,0.0,0.0,0.0,all,epithelial
67,Kidney,0.08866029977798462,0.25055161118507385,0.0,0.0,0.0,0.0,1.7900948524475098,AGA,0.0,0.0,0.0,all,epithelial
68,Large_Intestine,0.03624017909169197,0.142838254570961,0.0,0.0,0.0,0.0,1.3578099012374878,AGA,0.0,0.0,0.0,all,epithelial
69,Liver,0.06515856832265854,0.20883452892303467,0.0,0.0,0.0,0.0,1.5803256034851074,AGA,0.0,0.0,0.0,all,epithelial
70,Lung,0.1609598845243454,0.2729281783103943,0.0,0.0,0.0,0.2921927943825722,1.8373430967330933,AGA,0.2921927943825722,0.7304819859564304,0.0,all,epithelial
71,Mammary,0.11478663235902786,0.26321232318878174,0.0,0.0,0.0,0.0,1.7017070055007935,AGA,0.0,0.0,0.0,all,epithelial
72,Pancreas,0.15638965368270874,0.2784898579120636,0.0,0.0,0.0,0.24081289023160934,1.8016188144683838,AGA,0.24081289023160934,0.6020322255790234,0.0,all,epithelial
73,Prostate,0.07473883032798767,0.2296769917011261,0.0,0.0,0.0,0.0,2.1866283416748047,AGA,0.0,0.0,0.0,all,epithelial
74,Salivary_Gland,0.14567866921424866,0.295590341091156,0.0,0.0,0.0,0.1981818601489067,2.3326497077941895,AGA,0.1981818601489067,0.49545465037226677,0.0,all,epithelial
75,Small_Intestine,0.04930831864476204,0.16670499742031097,0.0,0.0,0.0,0.0,1.332515835762024,AGA,0.0,0.0,0.0,all,epithelial
76,Thymus,0.17252174019813538,0.24729964137077332,0.0,0.0,0.0,0.31035442650318146,1.372357964515686,AGA,0.31035442650318146,0.7758860662579536,0.0,all,epithelial
77,Tongue,0.16019561886787415,0.2825927138328552,0.0,0.0,0.0,0.2741154432296753,1.8767902851104736,AGA,0.2741154432296753,0.6852886080741882,0.0,all,epithelial
78,Trachea,0.09156292676925659,0.25470244884490967,0.0,0.0,0.0,0.0,1.9775073528289795,AGA,0.0,0.0,0.0,all,epithelial
79,Uterus,0.15553273260593414,0.2481677532196045,0.0,0.0,0.0,0.26437143981456757,1.0887112617492676,AGA,0.26437143981456757,0.6609285995364189,0.0,all,epithelial
80,Bladder,0.044013407081365585,0.13024833798408508,0.0,0.0,0.0,0.0,1.4114105701446533,ALG1,0.0,0.0,0.0,all,epithelial
81,Eye,0.02927282452583313,0.13454459607601166,0.0,0.0,0.0,0.0,1.8411262035369873,ALG1,0.0,0.0,0.0,all,epithelial
82,Heart,0.0924362987279892,0.18437638878822327,0.0,0.0,0.0,0.16909611225128174,1.4062721729278564,ALG1,0.16909611225128174,0.42274028062820435,0.0,all,epithelial
83,Kidney,0.025746488943696022,0.13587380945682526,0.0,0.0,0.0,0.0,1.7871906757354736,ALG1,0.0,0.0,0.0,all,epithelial
84,Large_Intestine,0.03348730504512787,0.1366397589445114,0.0,0.0,0.0,0.0,1.591443657875061,ALG1,0.0,0.0,0.0,all,epithelial
85,Liver,0.05853409692645073,0.20834803581237793,0.0,0.0,0.0,0.0,1.600853443145752,ALG1,0.0,0.0,0.0,all,epithelial
86,Lung,0.10209831595420837,0.2150738388299942,0.0,0.0,0.0,0.0,1.7289961576461792,ALG1,0.0,0.0,0.0,all,epithelial
87,Mammary,0.02557217702269554,0.1283407211303711,0.0,0.0,0.0,0.0,1.5139930248260498,ALG1,0.0,0.0,0.0,all,epithelial
88,Pancreas,0.05869279056787491,0.16013047099113464,0.0,0.0,0.0,0.0,1.6985982656478882,ALG1,0.0,0.0,0.0,all,epithelial
89,Prostate,0.047349002212285995,0.18263590335845947,0.0,0.0,0.0,0.0,2.1590421199798584,ALG1,0.0,0.0,0.0,all,epithelial
90,Salivary_Gland,0.05586065724492073,0.18534880876541138,0.0,0.0,0.0,0.0,1.6084786653518677,ALG1,0.0,0.0,0.0,all,epithelial
91,Small_Intestine,0.0370275042951107,0.14063996076583862,0.0,0.0,0.0,0.0,1.5815517902374268,ALG1,0.0,0.0,0.0,all,epithelial
92,Thymus,0.15094290673732758,0.221637561917305,0.0,0.0,0.0,0.2777283936738968,1.2839281558990479,ALG1,0.2777283936738968,0.694320984184742,0.0,all,epithelial
93,Tongue,0.01930202916264534,0.1020829901099205,0.0,0.0,0.0,0.0,1.458438515663147,ALG1,0.0,0.0,0.0,all,epithelial
94,Trachea,0.06150270253419876,0.20406797528266907,0.0,0.0,0.0,0.0,1.607839822769165,ALG1,0.0,0.0,0.0,all,epithelial
95,Uterus,0.07160957157611847,0.1668243110179901,0.0,0.0,0.0,0.0,1.004339575767517,ALG1,0.0,0.0,0.0,all,epithelial
96,Bladder,0.017809415236115456,0.07886983454227448,0.0,0.0,0.0,0.0,1.283786654472351,ALG10,0.0,0.0,0.0,all,epithelial
97,Eye,0.015264704823493958,0.10778737813234329,0.0,0.0,0.0,0.0,1.512060523033142,ALG10,0.0,0.0,0.0,all,epithelial
98,Heart,0.026349099352955818,0.10126639902591705,0.0,0.0,0.0,0.0,1.5156540870666504,ALG10,0.0,0.0,0.0,all,epithelial
99,Kidney,0.004475756082683802,0.0555000863969326,0.0,0.0,0.0,0.0,1.196143388748169,ALG10,0.0,0.0,0.0,all,epithelial
100,Large_Intestine,0.0052735996432602406,0.05427344888448715,0.0,0.0,0.0,0.0,1.1177730560302734,ALG10,0.0,0.0,0.0,all,epithelial
101,Liver,0.01644941233098507,0.13139817118644714,0.0,0.0,0.0,0.0,1.5087612867355347,ALG10,0.0,0.0,0.0,all,epithelial
102,Lung,0.021978765726089478,0.11213961988687515,0.0,0.0,0.0,0.0,1.4795523881912231,ALG10,0.0,0.0,0.0,all,epithelial
103,Mammary,0.02168051339685917,0.12038875371217728,0.0,0.0,0.0,0.0,1.8435845375061035,ALG10,0.0,0.0,0.0,all,epithelial
104,Pancreas,0.012024725787341595,0.08152343332767487,0.0,0.0,0.0,0.0,1.6266168355941772,ALG10,0.0,0.0,0.0,all,epithelial
105,Prostate,0.020410455763339996,0.12182220071554184,0.0,0.0,0.0,0.0,1.5923786163330078,ALG10,0.0,0.0,0.0,all,epithelial
106,Salivary_Gland,0.015550997108221054,0.09168722480535507,0.0,0.0,0.0,0.0,1.5778801441192627,ALG10,0.0,0.0,0.0,all,epithelial
107,Small_Intestine,0.009478814899921417,0.0731707289814949,0.0,0.0,0.0,0.0,1.4619932174682617,ALG10,0.0,0.0,0.0,all,epithelial
108,Thymus,0.005485685542225838,0.025513913482427597,0.0,0.0,0.0,0.0,0.15648312866687775,ALG10,0.0,0.0,0.0,all,epithelial
109,Tongue,0.010272224433720112,0.07615532726049423,0.0,0.0,0.0,0.0,1.4790288209915161,ALG10,0.0,0.0,0.0,all,epithelial
110,Trachea,0.021944746375083923,0.12377719581127167,0.0,0.0,0.0,0.0,1.4139961004257202,ALG10,0.0,0.0,0.0,all,epithelial
111,Uterus,0.01899806037545204,0.07387641817331314,0.0,0.0,0.0,0.0,0.5010985136032104,ALG10,0.0,0.0,0.0,all,epithelial
112,Bladder,0.024530095979571342,0.10195610672235489,0.0,0.0,0.0,0.0,1.363629698753357,ALG10B,0.0,0.0,0.0,all,epithelial
113,Eye,0.04204365238547325,0.1901453584432602,0.0,0.0,0.0,0.0,2.06672739982605,ALG10B,0.0,0.0,0.0,all,epithelial
114,Heart,0.0019598843064159155,0.022134965285658836,0.0,0.0,0.0,0.0,0.3436402976512909,ALG10B,0.0,0.0,0.0,all,epithelial
115,Kidney,0.019655302166938782,0.1189379170536995,0.0,0.0,0.0,0.0,1.6945958137512207,ALG10B,0.0,0.0,0.0,all,epithelial
116,Large_Intestine,0.011403433047235012,0.07981263846158981,0.0,0.0,0.0,0.0,1.3997948169708252,ALG10B,0.0,0.0,0.0,all,epithelial
117,Liver,0.05756599083542824,0.24401146173477173,0.0,0.0,0.0,0.0,1.773861050605774,ALG10B,0.0,0.0,0.0,all,epithelial
118,Lung,0.05579419434070587,0.18381789326667786,0.0,0.0,0.0,0.0,1.8824344873428345,ALG10B,0.0,0.0,0.0,all,epithelial
119,Mammary,0.033693090081214905,0.14954951405525208,0.0,0.0,0.0,0.0,1.5298080444335938,ALG10B,0.0,0.0,0.0,all,epithelial
120,Pancreas,0.03530913218855858,0.1341259926557541,0.0,0.0,0.0,0.0,2.485334634780884,ALG10B,0.0,0.0,0.0,all,epithelial
121,Prostate,0.039342787116765976,0.17479389905929565,0.0,0.0,0.0,0.0,2.1416118144989014,ALG10B,0.0,0.0,0.0,all,epithelial
122,Salivary_Gland,0.025248151272535324,0.12472948431968689,0.0,0.0,0.0,0.0,1.9282068014144897,ALG10B,0.0,0.0,0.0,all,epithelial
123,Small_Intestine,0.02276359312236309,0.11872784048318863,0.0,0.0,0.0,0.0,1.5431219339370728,ALG10B,0.0,0.0,0.0,all,epithelial
124,Thymus,0.04891810938715935,0.1822315901517868,0.0,0.0,0.0,0.0,1.074284315109253,ALG10B,0.0,0.0,0.0,all,epithelial
125,Tongue,0.01608034409582615,0.0971037968993187,0.0,0.0,0.0,0.0,1.3176090717315674,ALG10B,0.0,0.0,0.0,all,epithelial
126,Trachea,0.05317792296409607,0.20546238124370575,0.0,0.0,0.0,0.0,1.7397533655166626,ALG10B,0.0,0.0,0.0,all,epithelial
127,Uterus,0.05099526047706604,0.19331948459148407,0.0,0.0,0.0,0.0,1.600537657737732,ALG10B,0.0,0.0,0.0,all,epithelial
128,Bladder,0.030646398663520813,0.11513665318489075,0.0,0.0,0.0,0.0,1.5367887020111084,ALG11,0.0,0.0,0.0,all,epithelial
129,Eye,0.05383183807134628,0.19940944015979767,0.0,0.0,0.0,0.0,2.02366304397583,ALG11,0.0,0.0,0.0,all,epithelial
130,Heart,0.07029205560684204,0.16221380233764648,0.0,0.0,0.0,0.0,1.2612197399139404,ALG11,0.0,0.0,0.0,all,epithelial
131,Kidney,0.012809420935809612,0.09372879564762115,0.0,0.0,0.0,0.0,1.4109416007995605,ALG11,0.0,0.0,0.0,all,epithelial
132,Large_Intestine,0.022387638688087463,0.11862780898809433,0.0,0.0,0.0,0.0,1.438507318496704,ALG11,0.0,0.0,0.0,all,epithelial
133,Liver,0.08052096515893936,0.3090307414531708,0.0,0.0,0.0,0.0,2.1789464950561523,ALG11,0.0,0.0,0.0,all,epithelial
134,Lung,0.036580733954906464,0.1407938003540039,0.0,0.0,0.0,0.0,1.6830825805664062,ALG11,0.0,0.0,0.0,all,epithelial
135,Mammary,0.033623408526182175,0.15126216411590576,0.0,0.0,0.0,0.0,1.934511661529541,ALG11,0.0,0.0,0.0,all,epithelial
136,Pancreas,0.025626087561249733,0.13051418960094452,0.0,0.0,0.0,0.0,2.2972922325134277,ALG11,0.0,0.0,0.0,all,epithelial
137,Prostate,0.03213132917881012,0.15579454600811005,0.0,0.0,0.0,0.0,1.595818281173706,ALG11,0.0,0.0,0.0,all,epithelial
138,Salivary_Gland,0.03278588503599167,0.13738878071308136,0.0,0.0,0.0,0.0,1.5607154369354248,ALG11,0.0,0.0,0.0,all,epithelial
139,Small_Intestine,0.031138325110077858,0.14384794235229492,0.0,0.0,0.0,0.0,1.8129019737243652,ALG11,0.0,0.0,0.0,all,epithelial
140,Thymus,0.043431203812360764,0.11257908493280411,0.0,0.0,0.0,0.0,0.6652165651321411,ALG11,0.0,0.0,0.0,all,epithelial
141,Tongue,0.024521661922335625,0.12324695289134979,0.0,0.0,0.0,0.0,1.5708998441696167,ALG11,0.0,0.0,0.0,all,epithelial
142,Trachea,0.05584019795060158,0.2071818709373474,0.0,0.0,0.0,0.0,1.8476253747940063,ALG11,0.0,0.0,0.0,all,epithelial
143,Uterus,0.016613924875855446,0.0686456486582756,0.0,0.0,0.0,0.0,0.5307353138923645,ALG11,0.0,0.0,0.0,all,epithelial
144,Bladder,0.04514236003160477,0.1349574774503708,0.0,0.0,0.0,0.0,1.4856045246124268,ALG12,0.0,0.0,0.0,all,epithelial
145,Eye,0.04568585753440857,0.1843327134847641,0.0,0.0,0.0,0.0,1.8043700456619263,ALG12,0.0,0.0,0.0,all,epithelial
146,Heart,0.08474421501159668,0.18592235445976257,0.0,0.0,0.0,0.0,1.3958956003189087,ALG12,0.0,0.0,0.0,all,epithelial
147,Kidney,0.018817689269781113,0.11730160564184189,0.0,0.0,0.0,0.0,1.3100502490997314,ALG12,0.0,0.0,0.0,all,epithelial
148,Large_Intestine,0.04883464053273201,0.1766127198934555,0.0,0.0,0.0,0.0,1.5757478475570679,ALG12,0.0,0.0,0.0,all,epithelial
149,Liver,0.0663708820939064,0.24320673942565918,0.0,0.0,0.0,0.0,1.828299641609192,ALG12,0.0,0.0,0.0,all,epithelial
150,Lung,0.0858934074640274,0.20438595116138458,0.0,0.0,0.0,0.0,2.0703511238098145,ALG12,0.0,0.0,0.0,all,epithelial
151,Mammary,0.057048093527555466,0.18296337127685547,0.0,0.0,0.0,0.0,1.5642918348312378,ALG12,0.0,0.0,0.0,all,epithelial
152,Pancreas,0.06605067104101181,0.17476585507392883,0.0,0.0,0.0,0.0,1.6065641641616821,ALG12,0.0,0.0,0.0,all,epithelial
153,Prostate,0.07230505347251892,0.22903305292129517,0.0,0.0,0.0,0.0,2.04036808013916,ALG12,0.0,0.0,0.0,all,epithelial
154,Salivary_Gland,0.06176338344812393,0.19236750900745392,0.0,0.0,0.0,0.0,2.0296695232391357,ALG12,0.0,0.0,0.0,all,epithelial
155,Small_Intestine,0.04658035188913345,0.16962800920009613,0.0,0.0,0.0,0.0,1.5167639255523682,ALG12,0.0,0.0,0.0,all,epithelial
156,Thymus,0.11199923604726791,0.20373104512691498,0.0,0.0,0.0,0.17669055983424187,1.3812159299850464,ALG12,0.17669055983424187,0.44172639958560467,0.0,all,epithelial
157,Tongue,0.03218188136816025,0.1374422311782837,0.0,0.0,0.0,0.0,1.6601027250289917,ALG12,0.0,0.0,0.0,all,epithelial
158,Trachea,0.07436671853065491,0.22933156788349152,0.0,0.0,0.0,0.0,1.6759835481643677,ALG12,0.0,0.0,0.0,all,epithelial
159,Uterus,0.10738062858581543,0.21744945645332336,0.0,0.0,0.0,0.1707715019583702,1.59754478931427,ALG12,0.1707715019583702,0.4269287548959255,0.0,all,epithelial
160,Bladder,0.216493159532547,0.27075910568237305,0.0,0.0,0.0,0.37596049904823303,1.9413809776306152,ALG13,0.37596049904823303,0.9399012476205826,0.0,all,epithelial
161,Eye,0.1695617139339447,0.30812257528305054,0.0,0.0,0.0,0.2831771448254585,2.098395347595215,ALG13,0.2831771448254585,0.7079428620636463,0.0,all,epithelial
162,Heart,0.20017261803150177,0.293988972902298,0.0,0.0,0.0,0.3259924277663231,1.5803256034851074,ALG13,0.3259924277663231,0.8149810694158077,0.0,all,epithelial
163,Kidney,0.32759666442871094,0.4511484205722809,0.0,0.0,0.0,0.6808289289474487,2.6647956371307373,ALG13,0.6808289289474487,1.7020723223686218,0.0,all,epithelial
164,Large_Intestine,0.12122949212789536,0.26252391934394836,0.0,0.0,0.0,0.0,1.7360849380493164,ALG13,0.0,0.0,0.0,all,epithelial
165,Liver,0.26160407066345215,0.5069675445556641,0.0,0.0,0.0,0.30969104170799255,2.545961380004883,ALG13,0.30969104170799255,0.7742276042699814,0.0,all,epithelial
166,Lung,0.24417047202587128,0.33782318234443665,0.0,0.0,0.0,0.45594214648008347,2.098395347595215,ALG13,0.45594214648008347,1.1398553662002087,0.0,all,epithelial
167,Mammary,0.1703193485736847,0.32422053813934326,0.0,0.0,0.0,0.29193437844514847,2.039979934692383,ALG13,0.29193437844514847,0.7298359461128712,0.0,all,epithelial
168,Pancreas,0.13702265918254852,0.2609733045101166,0.0,0.0,0.0,0.2026723548769951,1.9383201599121094,ALG13,0.2026723548769951,0.5066808871924877,0.0,all,epithelial
169,Prostate,0.2776467204093933,0.43356093764305115,0.0,0.0,0.0,0.5649086087942123,2.140949010848999,ALG13,0.5649086087942123,1.4122715219855309,0.0,all,epithelial
170,Salivary_Gland,0.12204358726739883,0.2722044587135315,0.0,0.0,0.0,0.08106882870197296,2.131073474884033,ALG13,0.08106882870197296,0.2026720717549324,0.0,all,epithelial
171,Small_Intestine,0.15626192092895508,0.3008350133895874,0.0,0.0,0.0,0.20950947701931,1.9828896522521973,ALG13,0.20950947701931,0.523773692548275,0.0,all,epithelial
172,Thymus,0.21741536259651184,0.2633432447910309,0.0,0.0,0.1672428920865059,0.34213080257177353,1.345499038696289,ALG13,0.34213080257177353,0.8553270064294338,0.0,all,epithelial
173,Tongue,0.11378985643386841,0.24831588566303253,0.0,0.0,0.0,0.0,2.0943267345428467,ALG13,0.0,0.0,0.0,all,epithelial
174,Trachea,0.2578433156013489,0.4126042127609253,0.0,0.0,0.0,0.47750748693943024,2.0652225017547607,ALG13,0.47750748693943024,1.1937687173485756,0.0,all,epithelial
175,Uterus,0.21218180656433105,0.31317877769470215,0.0,0.0,0.0,0.34970834851264954,1.5316526889801025,ALG13,0.34970834851264954,0.8742708712816238,0.0,all,epithelial
176,Bladder,0.08832819759845734,0.17721962928771973,0.0,0.0,0.0,0.13349881395697594,1.5237438678741455,ALG14,0.13349881395697594,0.33374703489243984,0.0,all,epithelial
177,Eye,0.07377206534147263,0.23068736493587494,0.0,0.0,0.0,0.0,2.06612491607666,ALG14,0.0,0.0,0.0,all,epithelial
178,Heart,0.1865314245223999,0.27386823296546936,0.0,0.0,0.0,0.31220734864473343,1.5583419799804688,ALG14,0.31220734864473343,0.7805183716118336,0.0,all,epithelial
179,Kidney,0.1412241905927658,0.3126518428325653,0.0,0.0,0.0,0.0,2.0886247158050537,ALG14,0.0,0.0,0.0,all,epithelial
180,Large_Intestine,0.07794971019029617,0.20961616933345795,0.0,0.0,0.0,0.0,1.599275827407837,ALG14,0.0,0.0,0.0,all,epithelial
181,Liver,0.12174738943576813,0.3329823315143585,0.0,0.0,0.0,0.0,2.457874298095703,ALG14,0.0,0.0,0.0,all,epithelial
182,Lung,0.12144007533788681,0.24428460001945496,0.0,0.0,0.0,0.1563587225973606,1.7744708061218262,ALG14,0.1563587225973606,0.3908968064934015,0.0,all,epithelial
