,Compartment,Tissue,Celltype,B3GALT6,SLC2A5,PLOD1,DDOST,GALE,FUCA1,MAN1C1,EXTL1,PIGV,A3GALT2,SLC2A1,ST3GAL3,B4GALT2,POMGNT1,ALG6,PGM1,SLC35D1,FPGT,ST6GALNAC3,ST6GALNAC5,PIGK,CTBS,HS2ST1,ALG14,SLC35A3,EXTL2,MAN1A2,DPM3,GBA,PIGM,B4GALT3,UAP1,PIGC,FAM20B,COLGALT2,EDEM3,B3GALT2,GALNT2,B3GALNT2,GALNT14,PIGF,ERLEC1,B3GNT2,UGP2,GFPT1,NAGK,MOGS,HK2,ST3GAL5,MGAT4A,CHST10,UXS1,ST6GAL2,UGGT1,HS6ST1,MGAT5,GALNT13,GALNT5,GALNT3,B3GALT1,DNAJC10,GMPPA,CHPF,B3GNT7,NEU2,UGT1A8,UGT1A10,UGT1A9,UGT1A7,UGT1A6,UGT1A4,UGT1A1,GAL3ST2,NEU4,EDEM1,GALNT15,STT3B,GLB1,POMGNT2,GMPPB,HYAL3,HYAL1,HYAL2,EOGT,GXYLT2,ST3GAL6,B4GALT4,POGLUT1,ALG1L,CHST13,RPN1,ALG1L2,A4GNT,PXYLP1,CHST2,PLOD2,B3GALNT1,SLC2A2,B3GNT5,ALG3,DNAJB11,ST6GAL1,XXYLT1,PIGX,PIGZ,PIGG,IDUA,MAN2B2,HS3ST1,GBA3,PGM2,UGDH,GNPDA2,UGT2B17,UGT2B15,UGT2B10,UGT2A3,UGT2B7,UGT2B11,UGT2B28,UGT2B4,UGT2A1,UGT2A2,HPSE,PIGY,MANBA,PAPSS1,UGT8,NDST4,NDST3,GALNT7,AGA,UGT3A1,UGT3A2,HEXB,GCNT4,ARSB,ARSK,ST8SIA4,MAN2A1,CHSY3,GNPDA1,NDST1,GALNT10,HK3,LMAN2,B4GALT7,CANX,MGAT4B,GFPT2,MGAT1,GMDS,SLC35B3,GCNT2,CMAHP,NEU1,B3GALT4,SLC35B2,B3GAT2,PGM3,SLC35A1,MANEA,FUT9,HS3ST5,DSE,MAN1A1,SLC2A12,FUCA2,UST,IGF2R,CHST12,LFNG,C1GALT1,CRPPA,DPY19L1,GCK,GUSB,TPST1,GALNT17,CASD1,GAL3ST4,PLOD3,HYAL4,SPAM1,SLC35B4,CHPF2,GALNT11,CSGALNACT1,EXTL3,FUT10,POMK,HGSNAT,SULF1,DPY19L4,EXT1,HAS2,ST3GAL1,GFUS,GPAA1,B4GALT1,GALT,PIGO,GBA2,GNE,CEMIP2,GCNT1,SLC35D2,NANS,GALNT12,ALG2,PGAP4,FKTN,UGCG,HSPA5,SLC2A8,ST6GALNAC6,ST6GALNAC4,DPM2,POMT1,GBGT1,ABO,FUT7,MAN1B1,ST8SIA6,CSGALNACT2,HK1,CHST3,FUT11,NDST2,PAPSS2,HPSE2,OGA,CHST15,PGGHG,B4GALNT4,GALNT18,EXT2,CHST1,SLC35C1,LARGE2,B3GAT3,GANAB,GAL3ST3,B4GAT1,NEU3,B3GNT6,ALG8,FUT4,POGLUT3,ALG9,HYOU1,DPAGT1,SIAE,STT3A,ST3GAL4,B3GAT1,B4GALNT3,GALNT8,SLC2A3,M6PR,CMAS,ST8SIA1,TMTC1,ALG10,ALG10B,GXYLT1,GALNT6,B4GALNT1,OS9,DPY19L2,RXYLT1,GNS,TMTC2,MGAT4C,TMTC3,GALNT4,GNPTAB,HSP90B1,CHST11,B3GNT4,GALNT9,B3GLCT,ALG5,ALG11,UGGT2,HS6ST3,TMTC4,POGLUT2,DAD1,MGAT2,GNPNAT1,FUT8,PIGH,GALNT16,POMT2,SEL1L,GALC,CHST14,GANC,GALK2,PIGB,GCNT3,GLCE,HEXA,MPI,MAN2C1,MAN2A2,ST8SIA2,CHSY1,PIGQ,GNPTG,HS3ST6,AMDHD2,NAGPA,ALG1,PMM2,XYLT1,HS3ST2,HS3ST4,HAS3,ST3GAL2,FCSK,CHST4,CHST6,CHST5,GALNS,SLC2A4,HS3ST3A1,HS3ST3B1,PIGL,PIGS,PIGW,NAGLU,G6PC1,B4GALNT2,XYLT2,ARSG,GALK1,ST6GALNAC2,ST6GALNAC1,MGAT5B,ENGASE,GAA,SGSH,RFNG,MPPE1,CHST9,B4GALT6,GALNT1,ST8SIA5,ST8SIA3,PIGN,DSEL,FUT6,FUT3,FUT5,PRKCSH,MAN2B1,CALR,COLGALT1,B3GNT3,DPY19L3,CHST8,GPI,B3GNT8,FKRP,FUT2,FUT1,HAS1,POFUT1,PIGU,EDEM2,RPN2,PIGT,SLC2A10,SULF2,B4GALT5,DPM1,PIGP,B3GALT5,POFUT2,TPST2,GAL3ST1,LARGE1,MFNG,MGAT3,PMM1,NAGA,A4GALT,ALG12,PIGA,CHST7,SLC35A2,OGT,GLA,ALG13,C1GALT1C1,HS6ST2,IDS,RENBP,B3GALT6,SLC2A5,PLOD1,DDOST,GALE,FUCA1,MAN1C1,EXTL1,PIGV,A3GALT2,SLC2A1,ST3GAL3,B4GALT2,POMGNT1,ALG6,PGM1,SLC35D1,FPGT,ST6GALNAC3,ST6GALNAC5,PIGK,CTBS,HS2ST1,ALG14,SLC35A3,EXTL2,MAN1A2,DPM3,GBA,PIGM,B4GALT3,UAP1,PIGC,FAM20B,COLGALT2,EDEM3,B3GALT2,GALNT2,B3GALNT2,GALNT14,PIGF,ERLEC1,B3GNT2,UGP2,GFPT1,NAGK,MOGS,HK2,ST3GAL5,MGAT4A,CHST10,UXS1,ST6GAL2,UGGT1,HS6ST1,MGAT5,GALNT13,GALNT5,GALNT3,B3GALT1,DNAJC10,GMPPA,CHPF,B3GNT7,NEU2,UGT1A8,UGT1A10,UGT1A9,UGT1A7,UGT1A6,UGT1A4,UGT1A1,GAL3ST2,NEU4,EDEM1,GALNT15,STT3B,GLB1,POMGNT2,GMPPB,HYAL3,HYAL1,HYAL2,EOGT,GXYLT2,ST3GAL6,B4GALT4,POGLUT1,ALG1L,CHST13,RPN1,ALG1L2,A4GNT,PXYLP1,CHST2,PLOD2,B3GALNT1,SLC2A2,B3GNT5,ALG3,DNAJB11,ST6GAL1,XXYLT1,PIGX,PIGZ,PIGG,IDUA,MAN2B2,HS3ST1,GBA3,PGM2,UGDH,GNPDA2,UGT2B17,UGT2B15,UGT2B10,UGT2A3,UGT2B7,UGT2B11,UGT2B28,UGT2B4,UGT2A1,UGT2A2,HPSE,PIGY,MANBA,PAPSS1,UGT8,NDST4,NDST3,GALNT7,AGA,UGT3A1,UGT3A2,HEXB,GCNT4,ARSB,ARSK,ST8SIA4,MAN2A1,CHSY3,GNPDA1,NDST1,GALNT10,HK3,LMAN2,B4GALT7,CANX,MGAT4B,GFPT2,MGAT1,GMDS,SLC35B3,GCNT2,CMAHP,NEU1,B3GALT4,SLC35B2,B3GAT2,PGM3,SLC35A1,MANEA,FUT9,HS3ST5,DSE,MAN1A1,SLC2A12,FUCA2,UST,IGF2R,CHST12,LFNG,C1GALT1,CRPPA,DPY19L1,GCK,GUSB,TPST1,GALNT17,CASD1,GAL3ST4,PLOD3,HYAL4,SPAM1,SLC35B4,CHPF2,GALNT11,CSGALNACT1,EXTL3,FUT10,POMK,HGSNAT,SULF1,DPY19L4,EXT1,HAS2,ST3GAL1,GFUS,GPAA1,B4GALT1,GALT,PIGO,GBA2,GNE,CEMIP2,GCNT1,SLC35D2,NANS,GALNT12,ALG2,PGAP4,FKTN,UGCG,HSPA5,SLC2A8,ST6GALNAC6,ST6GALNAC4,DPM2,POMT1,GBGT1,ABO,FUT7,MAN1B1,ST8SIA6,CSGALNACT2,HK1,CHST3,FUT11,NDST2,PAPSS2,HPSE2,OGA,CHST15,PGGHG,B4GALNT4,GALNT18,EXT2,CHST1,SLC35C1,LARGE2,B3GAT3,GANAB,GAL3ST3,B4GAT1,NEU3,B3GNT6,ALG8,FUT4,POGLUT3,ALG9,HYOU1,DPAGT1,SIAE,STT3A,ST3GAL4,B3GAT1,B4GALNT3,GALNT8,SLC2A3,M6PR,CMAS,ST8SIA1,TMTC1,ALG10,ALG10B,GXYLT1,GALNT6,B4GALNT1,OS9,DPY19L2,RXYLT1,GNS,TMTC2,MGAT4C,TMTC3,GALNT4,GNPTAB,HSP90B1,CHST11,B3GNT4,GALNT9,B3GLCT,ALG5,ALG11,UGGT2,HS6ST3,TMTC4,POGLUT2,DAD1,MGAT2,GNPNAT1,FUT8,PIGH,GALNT16,POMT2,SEL1L,GALC,CHST14,GANC,GALK2,PIGB,GCNT3,GLCE,HEXA,MPI,MAN2C1,MAN2A2,ST8SIA2,CHSY1,PIGQ,GNPTG,HS3ST6,AMDHD2,NAGPA,ALG1,PMM2,XYLT1,HS3ST2,HS3ST4,HAS3,ST3GAL2,FCSK,CHST4,CHST6,CHST5,GALNS,SLC2A4,HS3ST3A1,HS3ST3B1,PIGL,PIGS,PIGW,NAGLU,G6PC1,B4GALNT2,XYLT2,ARSG,GALK1,ST6GALNAC2,ST6GALNAC1,MGAT5B,ENGASE,GAA,SGSH,RFNG,MPPE1,CHST9,B4GALT6,GALNT1,ST8SIA5,ST8SIA3,PIGN,DSEL,FUT6,FUT3,FUT5,PRKCSH,MAN2B1,CALR,COLGALT1,B3GNT3,DPY19L3,CHST8,GPI,B3GNT8,FKRP,FUT2,FUT1,HAS1,POFUT1,PIGU,EDEM2,RPN2,PIGT,SLC2A10,SULF2,B4GALT5,DPM1,PIGP,B3GALT5,POFUT2,TPST2,GAL3ST1,LARGE1,MFNG,MGAT3,PMM1,NAGA,A4GALT,ALG12,PIGA,CHST7,SLC35A2,OGT,GLA,ALG13,C1GALT1C1,HS6ST2,IDS,RENBP
,,,,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,Median expression,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD,STD
0,endothelial,Bladder,capillary endothelial cell,0.0,0.0,0.0,0.27269017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488436925,0.31403310500000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26750376,0.0,0.35505612,0.0,0.0,0.0,0.0,0.0,0.32320778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255450895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35505612,0.23442391,0.0,0.0,0.0,0.0,0.0,1.38857865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49372558499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09488395,0.0,0.241038365,0.17880406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36192398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09488395,0.0,0.0,0.7600522649999999,0.0,1.065862,0.0,0.0,0.805353325,0.0,0.0,0.0,0.0,0.41290357499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23318566000000002,0.0,0.0,0.0,0.0,0.15709468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50973226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26750376,0.0,0.20965551500000001,0.0,0.0,0.0,0.0,0.707013025,0.0,0.0,0.478007675,0.0,0.0,0.0,0.0,0.889864145,1.130393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061263308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557096935,0.0,0.0,0.0,0.0,0.0,0.093588955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8136568,0.37995813,0.0,0.0,0.527188985,0.0,0.0,0.0,0.0,0.0,0.669428825,0.0,0.0,0.43467261,0.0,0.0,0.0,0.0,0.0,1.57839455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2886551000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43255337000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32320778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16484897999999998,0.0,1.31371655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7928511650000001,0.310646475,0.0,0.6855689,0.306214765,0.0,0.143240688,0.0,0.0,0.33169340999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.32320778,0.0,0.0,0.0,0.0,0.0,0.0,0.23341929,0.0,0.0,0.0,0.0,0.21609620628230333,0.0,0.27901472555614226,0.4318855571826053,0.2898732532751445,0.23928783692891004,0.13104594848153006,0.0,0.08230733674923922,0.0,0.2146570598401323,0.10804281236127021,0.17474756267741456,0.17096189120428174,0.21436501357301077,0.21530269715731912,0.1131141303846048,0.17925400078688952,0.2789053414106289,0.0,0.28374539745841115,0.22667055556712995,0.2606902161698809,0.2521729198157208,0.3174517354563703,0.24010809496462646,0.4157838844312304,0.4260842788727191,0.14741806811761074,0.22997929865807845,0.26446812978580136,0.4046674117005892,0.31371552528300783,0.37187079783114074,0.07732530723142121,0.34026785049863295,0.08136715369915568,0.30771666877671044,0.33664855230738566,0.07482210627601277,0.36468995158668444,0.4021665118415123,0.37160454281509014,0.4030567114645388,0.29596429088881426,0.31630558704733136,0.20300360091993336,0.0,0.18171227717798136,0.4334390451965055,0.08871251967042758,0.26497441601825655,0.0,0.32286866332526654,0.21024208589976287,0.22222319324570186,0.0,0.0,0.025504581871553994,0.021767871021787687,0.41168736724351984,0.18444845627643353,0.1194709864715666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19525293797029186,0.6712105235382938,0.34564830076912867,0.2513399242838247,0.04549519658039091,0.1260982643319129,0.028375430722771437,0.2397578589298092,0.679687149456003,0.3322678165909259,0.0,0.21300923601367117,0.2693618439263308,0.24631863707183546,0.03654636000131752,0.0,0.4737039253137105,0.028375430722771437,0.0,0.014054766764158256,0.23300033976777895,0.35412316667303395,0.32909801438099434,0.0,0.47507200463312405,0.2757392855099017,0.4123159904483411,0.4481302977900498,0.19249644295393917,0.19137860305974905,0.13723392032875845,0.33948371307652053,0.11576250652723132,0.1985368200548065,0.22172525560169018,0.0,0.3647179754722578,0.2364859256863572,0.23614697201453713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026384492159522547,0.0,0.12574988416386235,0.3116611122467322,0.0,0.0,0.0,0.3112311814479487,0.24502909158293376,0.0,0.0,0.41584469160908927,0.017679290343309364,0.055632482169523476,0.14301307650689035,0.2570056237305569,0.27616599602523684,0.08010759185789056,0.2221660089492263,0.4852842043787558,0.26267809494942107,0.0,0.47066585819128964,0.2491591780923507,0.5628029347806517,0.31903219214736084,0.0,0.5296356186084874,0.25105291190927653,0.2193016405000899,0.49338570713234714,0.5207679283756189,0.3915091661262522,0.33098438206946607,0.14666706793569792,0.0746398487584096,0.1698643612749881,0.29168873492536773,0.24768972927067098,0.0,0.0,0.19029231581629344,0.4844628853685468,0.0,0.281530642908678,0.014054766764158256,0.41634386358612413,0.3352461200927879,0.21250099728249144,0.24529000774793977,0.05198583602823467,0.33824415626155463,0.03725634434371343,0.3408279491656867,0.30780781306960703,0.040263788464304034,0.3157444571577219,0.039624524963109725,0.32229975999565025,0.0,0.0,0.21350869738966438,0.1975645170028056,0.3209724826280402,0.5436120695632081,0.22425506109195237,0.18170364498416425,0.11096264029124496,0.3519335644679539,0.809479234058826,0.34781416448138913,0.2699233320736383,0.0,0.35295229743393347,0.4292834712855649,0.34559321355346706,0.4653094792647512,0.2267916813386864,0.1317128860434954,0.27262723919350007,0.09000229893342818,0.609161845783061,0.24491979462118083,0.25742153025101333,0.45640885705983475,0.1196796451893947,0.2969068533858403,0.14615792131690267,0.06940223540838235,0.7171406187126066,0.7790955138617928,0.10139103437975275,0.06926454453535849,0.3117807318639742,0.3116329914143132,0.13371216635756586,0.0,0.20241482432848948,0.018360700956051697,0.27364835756801503,0.3504553023184181,0.28672678970835974,0.42755828101906135,0.1104247520773871,0.31405974384361013,0.15376686068793055,0.305782892768791,0.05404161074875856,0.3669380063964964,0.2908305300551713,0.22313513878912433,0.0,0.48071538270086656,0.3243190727916059,0.16047723458505558,0.19733994403022082,0.0,0.41100407865577665,0.3265702683576746,0.0,0.2766517336447037,0.09788513476998854,0.0,0.1664351092352987,0.04225639466064147,0.31058955549924944,0.07879758613810031,0.300177680508757,0.21542757125905204,0.20910139992505877,0.3454593501313379,0.20585962730259447,0.0,0.0,0.028375430722771437,0.9363243821920703,0.3512239076229972,0.34556338902034966,0.0,0.5764956577080296,0.13858147378226518,0.21964944769663394,0.3234425509746581,0.10401151982680915,0.0383045975973868,0.5029252993527967,0.05979363455967579,0.2868365275108796,0.44428226395749804,0.17917407892543707,0.0,0.35259225702276326,0.0,0.32779071786856967,0.6508277336266455,0.19169509656996378,0.0,0.0,0.20127223750090115,0.34254194243433383,0.09011777427545423,0.26227663067246276,0.07552317478644732,0.15185024944385117,0.10751755845819992,0.5150617814788425,0.27640671921875953,0.16650803807223666,0.3697805075142298,0.27076751475864497,0.09340762029303239,0.1539213727347635,0.36820312998986077,0.21440263683805041,0.2019096049026258,0.14354118846985905,0.2595080363025547,0.12294007995585554,0.0,0.19098365129125505,0.37574540886273267,0.13060390494235258,0.35011883707031743,0.15127799159562835,0.0,0.46092115470041956,0.21041049135339127,0.22607801875152464,0.09250532192252868,0.2050425634046911,0.1232130015060586,0.17441247693853817,0.2169377967443811,0.13010140364727313,0.0,0.0,0.1885332916306283,0.1860966230436189,0.17439487495561246,0.0,0.10511828169186983,0.0,0.16252532126219446,0.04726083261512072,0.05742424987399312,0.07082594142766682,0.13334995410558817,0.24344210997066607,0.16176158558208523,0.24384328283200915,0.0,0.0,0.1497265979484499,0.2148973049794491,0.3257916597842057,0.0,0.23298563635203506,0.06599868482489563,0.2557034052260033,0.28465391429403525,0.14052830389012086,0.2855550472497434,0.24941604034217962,0.0,0.15976266422056845,0.5398282033179488,0.02662749504023159,0.0,0.1689102916994675,0.15857474908072697,0.0,0.0,0.0,0.44681137514418273,0.10935680688499817,0.7408858052984751,0.3692598297083265,0.0,0.1813722293019869,0.0,0.38671732193763875,0.08012592332011712,0.07985605056405885,0.0,0.23763939431689415,0.0,0.20722705716711562,0.21078992864770868,0.2709555800209371,0.5528960366468074,0.3784703936956453,0.1427495760536979,0.5447652321422386,0.3605649912808265,0.30819007470670334,0.3674728317819944,0.0,0.19791592523358026,0.4193369290483666,0.0,0.10567025718452758,0.3292458093509369,0.11945953351919313,0.18973360944941,0.12490627805780577,0.4562380039680894,0.2403488270923271,0.16295615799984248,0.38042415573723526,0.16925225510817615,0.31784056515808,0.3044169885166336,0.40987339276901685,0.2709927030525749,0.0,0.18702592271631507,0.09467030717268968
