,compartment,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,cell_type,tissue_in_publication
330,stromal,0.0742776021361351,0.21649160981178284,0.0,0.0,0.0,0.0,2.471989154815674,SLC35A2,0.0,0.0,0.0,all,all
331,stromal,0.15329404175281525,0.31624969840049744,0.0,0.0,0.0,0.0,2.449775457382202,SLC35A3,0.0,0.0,0.0,all,all
332,stromal,0.13348281383514404,0.288278192281723,0.0,0.0,0.0,0.0,2.5295090675354004,SLC35B2,0.0,0.0,0.0,all,all
333,stromal,0.09907867759466171,0.2523379325866699,0.0,0.0,0.0,0.0,2.3195903301239014,SLC35B3,0.0,0.0,0.0,all,all
334,stromal,0.09053341299295425,0.24189724028110504,0.0,0.0,0.0,0.0,2.4006271362304688,SLC35B4,0.0,0.0,0.0,all,all
335,stromal,0.059283383190631866,0.19455550611019135,0.0,0.0,0.0,0.0,1.9795660972595215,SLC35C1,0.0,0.0,0.0,all,all
336,stromal,0.07224022597074509,0.22265642881393433,0.0,0.0,0.0,0.0,2.2708981037139893,SLC35D1,0.0,0.0,0.0,all,all
337,stromal,0.11180878430604935,0.26582610607147217,0.0,0.0,0.0,0.0,2.165849447250366,SLC35D2,0.0,0.0,0.0,all,all
338,stromal,5.8761888794833794e-06,0.0016290645580738783,0.0,0.0,0.0,0.0,0.45163214206695557,SPAM1,0.0,0.0,0.0,all,all
339,stromal,0.21311618387699127,0.37947970628738403,0.0,0.0,0.0,0.3809772729873657,2.5419981479644775,ST3GAL1,0.3809772729873657,0.9524431824684143,0.0,all,all
340,stromal,0.07326916605234146,0.21736058592796326,0.0,0.0,0.0,0.0,2.1576876640319824,ST3GAL2,0.0,0.0,0.0,all,all
341,stromal,0.05340304598212242,0.19106605648994446,0.0,0.0,0.0,0.0,2.398622751235962,ST3GAL3,0.0,0.0,0.0,all,all
342,stromal,0.1598050594329834,0.3268650472164154,0.0,0.0,0.0,0.0,2.931272506713867,ST3GAL4,0.0,0.0,0.0,all,all
343,stromal,0.2526586055755615,0.43973127007484436,0.0,0.0,0.0,0.47393304854631424,3.325383186340332,ST3GAL5,0.47393304854631424,1.1848326213657856,0.0,all,all
