,tissue_in_publication,cell_type,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,compartment
1130,Prostate,endothelial cell,0.03639890253543854,0.1778281033039093,0.0,0.0,0.0,0.0,1.5644911527633667,B3GALNT1,0.0,0.0,0.0,endothelial
1131,Salivary_Gland,endothelial cell,0.1135791763663292,0.3065330982208252,0.0,0.0,0.0,0.0,1.5699949264526367,B3GALNT1,0.0,0.0,0.0,endothelial
1132,Salivary_Gland,endothelial cell of lymphatic vessel,0.044427402317523956,0.1932605803012848,0.0,0.0,0.0,0.0,1.2698066234588623,B3GALNT1,0.0,0.0,0.0,endothelial
1133,Skin,endothelial cell,0.011433766223490238,0.09208237379789352,0.0,0.0,0.0,0.0,1.2688255310058594,B3GALNT1,0.0,0.0,0.0,endothelial
1134,Small_Intestine,gut endothelial cell,0.049551382660865784,0.23226851224899292,0.0,0.0,0.0,0.0,1.2499130964279175,B3GALNT1,0.0,0.0,0.0,endothelial
1135,Spleen,endothelial cell,0.11089783906936646,0.27880316972732544,0.0,0.0,0.0,0.0,1.317308783531189,B3GALNT1,0.0,0.0,0.0,endothelial
1136,Thymus,endothelial cell of lymphatic vessel,0.051273394376039505,0.2115480601787567,0.0,0.0,0.0,0.0,1.6528961658477783,B3GALNT1,0.0,0.0,0.0,endothelial
1137,Thymus,capillary endothelial cell,0.06321676075458527,0.25876325368881226,0.0,0.0,0.0,0.0,1.741303563117981,B3GALNT1,0.0,0.0,0.0,endothelial
1138,Thymus,vein endothelial cell,0.0778053030371666,0.24415074288845062,0.0,0.0,0.0,0.0,2.01010799407959,B3GALNT1,0.0,0.0,0.0,endothelial
1139,Thymus,endothelial cell of artery,0.2928471565246582,0.4735463857650757,0.0,0.0,0.0,0.6287179887294769,2.1050126552581787,B3GALNT1,0.6287179887294769,1.5717949718236923,0.0,endothelial
1140,Tongue,endothelial cell of lymphatic vessel,0.011547124944627285,0.07571955770254135,0.0,0.0,0.0,0.0,0.4965263605117798,B3GALNT1,0.0,0.0,0.0,endothelial
1141,Tongue,capillary endothelial cell,0.0509101003408432,0.24813716113567352,0.0,0.0,0.0,0.0,1.735892415046692,B3GALNT1,0.0,0.0,0.0,endothelial
1142,Tongue,vein endothelial cell,0.06139618158340454,0.23557285964488983,0.0,0.0,0.0,0.0,1.4579323530197144,B3GALNT1,0.0,0.0,0.0,endothelial
1143,Tongue,endothelial cell of artery,0.27747488021850586,0.4828997850418091,0.0,0.0,0.0,0.4769987612962723,1.4614841938018799,B3GALNT1,0.4769987612962723,1.1924969032406807,0.0,endothelial
1144,Trachea,endothelial cell,0.0410444401204586,0.17752350866794586,0.0,0.0,0.0,0.0,1.3053269386291504,B3GALNT1,0.0,0.0,0.0,endothelial
1145,Uterus,endothelial cell,0.022456549108028412,0.13785654306411743,0.0,0.0,0.0,0.0,1.5223418474197388,B3GALNT1,0.0,0.0,0.0,endothelial
1146,Uterus,endothelial cell of lymphatic vessel,0.06882873922586441,0.14747469127178192,0.0,0.0,0.0,0.0,0.7027588486671448,B3GALNT1,0.0,0.0,0.0,endothelial
1147,Vasculature,endothelial cell,0.12630778551101685,0.32075273990631104,0.0,0.0,0.0,0.0,2.3318099975585938,B3GALNT1,0.0,0.0,0.0,endothelial
1148,Vasculature,endothelial cell of lymphatic vessel,0.10657811909914017,0.26802268624305725,0.0,0.0,0.0,0.0,1.1340985298156738,B3GALNT1,0.0,0.0,0.0,endothelial
1149,Vasculature,endothelial cell of artery,0.2512926161289215,0.41685178875923157,0.0,0.0,0.0,0.4562018811702728,1.6815382242202759,B3GALNT1,0.4562018811702728,1.140504702925682,0.0,endothelial
1150,Bladder,endothelial cell of lymphatic vessel,0.12794111669063568,0.3130733370780945,0.0,0.0,0.0,0.0,1.2753570079803467,B3GALNT2,0.0,0.0,0.0,endothelial
1151,Bladder,capillary endothelial cell,0.14837881922721863,0.3366483747959137,0.0,0.0,0.0,0.03040153719484806,1.798037052154541,B3GALNT2,0.03040153719484806,0.07600384298712015,0.0,endothelial
1152,Bladder,vein endothelial cell,0.09659187495708466,0.2514990568161011,0.0,0.0,0.0,0.0,1.3601740598678589,B3GALNT2,0.0,0.0,0.0,endothelial
1153,Eye,endothelial cell,0.42495641112327576,0.5508297085762024,0.0,0.0,0.0,0.7498851418495178,2.467916488647461,B3GALNT2,0.7498851418495178,1.8747128546237946,0.0,endothelial
1154,Eye,retinal blood vessel endothelial cell,0.1533394306898117,0.3108839690685272,0.0,0.0,0.0,0.0,1.606723427772522,B3GALNT2,0.0,0.0,0.0,endothelial
1155,Fat,endothelial cell,0.10127735882997513,0.2666582763195038,0.0,0.0,0.0,0.0,1.9734957218170166,B3GALNT2,0.0,0.0,0.0,endothelial
1156,Heart,cardiac endothelial cell,0.09689309448003769,0.31751134991645813,0.0,0.0,0.0,0.0,2.3399641513824463,B3GALNT2,0.0,0.0,0.0,endothelial
1157,Kidney,endothelial cell,0.13894006609916687,0.32403889298439026,0.0,0.0,0.0,0.0,1.5689406394958496,B3GALNT2,0.0,0.0,0.0,endothelial
1158,Large_Intestine,gut endothelial cell,0.08021841943264008,0.2897314429283142,0.0,0.0,0.0,0.0,1.4030247926712036,B3GALNT2,0.0,0.0,0.0,endothelial
1159,Liver,endothelial cell,0.09928865730762482,0.33229485154151917,0.0,0.0,0.0,0.0,1.934511661529541,B3GALNT2,0.0,0.0,0.0,endothelial
1160,Liver,endothelial cell of hepatic sinusoid,0.1412121057510376,0.3631662428379059,0.0,0.0,0.0,0.0,1.6680842638015747,B3GALNT2,0.0,0.0,0.0,endothelial
1161,Lung,blood vessel endothelial cell,0.15770459175109863,0.3036492168903351,0.0,0.0,0.0,0.29187073558568954,1.2191643714904785,B3GALNT2,0.29187073558568954,0.7296768389642239,0.0,endothelial
1162,Lung,endothelial cell of lymphatic vessel,0.07676852494478226,0.32134148478507996,0.0,0.0,0.0,0.0,1.442442536354065,B3GALNT2,0.0,0.0,0.0,endothelial
1163,Lung,capillary endothelial cell,0.06263485550880432,0.28940898180007935,0.0,0.0,0.0,0.0,2.112964153289795,B3GALNT2,0.0,0.0,0.0,endothelial
1164,Lung,vein endothelial cell,0.06472769379615784,0.2591809332370758,0.0,0.0,0.0,0.0,1.8476253747940063,B3GALNT2,0.0,0.0,0.0,endothelial
1165,Lung,endothelial cell of artery,0.06831429898738861,0.26403215527534485,0.0,0.0,0.0,0.0,1.5240247249603271,B3GALNT2,0.0,0.0,0.0,endothelial
1166,Lung,lung microvascular endothelial cell,0.07283031195402145,0.26422202587127686,0.0,0.0,0.0,0.0,1.5556820631027222,B3GALNT2,0.0,0.0,0.0,endothelial
1167,Lymph_Node,endothelial cell,0.05083000287413597,0.20051804184913635,0.0,0.0,0.0,0.0,1.2698066234588623,B3GALNT2,0.0,0.0,0.0,endothelial
1168,Mammary,endothelial cell of lymphatic vessel,0.138833686709404,0.3785070478916168,0.0,0.0,0.0,0.0,1.483229398727417,B3GALNT2,0.0,0.0,0.0,endothelial
1169,Mammary,vein endothelial cell,0.1471136212348938,0.29158222675323486,0.0,0.0,0.0,0.0,1.8003525733947754,B3GALNT2,0.0,0.0,0.0,endothelial
1170,Mammary,endothelial cell of artery,0.15227994322776794,0.3827534317970276,0.0,0.0,0.0,0.0,1.890982985496521,B3GALNT2,0.0,0.0,0.0,endothelial
1171,Muscle,endothelial cell of lymphatic vessel,0.11423332244157791,0.31532976031303406,0.0,0.0,0.0,0.0,1.3767704963684082,B3GALNT2,0.0,0.0,0.0,endothelial
1172,Muscle,endothelial cell of vascular tree,0.10582078248262405,0.29136770963668823,0.0,0.0,0.0,0.0,1.6871380805969238,B3GALNT2,0.0,0.0,0.0,endothelial
1173,Muscle,capillary endothelial cell,0.09251584857702255,0.308602511882782,0.0,0.0,0.0,0.0,2.586409330368042,B3GALNT2,0.0,0.0,0.0,endothelial
1174,Muscle,endothelial cell of artery,0.10447084903717041,0.2715013325214386,0.0,0.0,0.0,0.0,1.3712598085403442,B3GALNT2,0.0,0.0,0.0,endothelial
1175,Pancreas,endothelial cell,0.14198504388332367,0.34443992376327515,0.0,0.0,0.0,0.0,1.797056794166565,B3GALNT2,0.0,0.0,0.0,endothelial
1176,Prostate,endothelial cell,0.09387531876564026,0.2770337760448456,0.0,0.0,0.0,0.0,1.5408117771148682,B3GALNT2,0.0,0.0,0.0,endothelial
1177,Salivary_Gland,endothelial cell,0.11531032621860504,0.31370747089385986,0.0,0.0,0.0,0.0,1.8474003076553345,B3GALNT2,0.0,0.0,0.0,endothelial
1178,Salivary_Gland,endothelial cell of lymphatic vessel,0.07848837971687317,0.2546997666358948,0.0,0.0,0.0,0.0,1.669306993484497,B3GALNT2,0.0,0.0,0.0,endothelial
1179,Skin,endothelial cell,0.06451189517974854,0.1925293654203415,0.0,0.0,0.0,0.0,1.3740087747573853,B3GALNT2,0.0,0.0,0.0,endothelial
1180,Small_Intestine,gut endothelial cell,0.04969017207622528,0.18979592621326447,0.0,0.0,0.0,0.0,0.930347740650177,B3GALNT2,0.0,0.0,0.0,endothelial
1181,Spleen,endothelial cell,0.2573218047618866,0.4335068166255951,0.0,0.0,0.0,0.5153954327106476,2.165694236755371,B3GALNT2,0.5153954327106476,1.288488581776619,0.0,endothelial
1182,Thymus,endothelial cell of lymphatic vessel,0.08082135766744614,0.2625637948513031,0.0,0.0,0.0,0.0,1.7949960231781006,B3GALNT2,0.0,0.0,0.0,endothelial
1183,Thymus,capillary endothelial cell,0.09871439635753632,0.33765697479248047,0.0,0.0,0.0,0.0,2.1040639877319336,B3GALNT2,0.0,0.0,0.0,endothelial
1184,Thymus,vein endothelial cell,0.09324648976325989,0.26394423842430115,0.0,0.0,0.0,0.0,1.9873136281967163,B3GALNT2,0.0,0.0,0.0,endothelial
1185,Thymus,endothelial cell of artery,0.11275266110897064,0.2956213653087616,0.0,0.0,0.0,0.0,1.473904013633728,B3GALNT2,0.0,0.0,0.0,endothelial
1186,Tongue,endothelial cell of lymphatic vessel,0.09922713041305542,0.2847815155982971,0.0,0.0,0.0,0.0,1.09981369972229,B3GALNT2,0.0,0.0,0.0,endothelial
1187,Tongue,capillary endothelial cell,0.09179220348596573,0.2979038655757904,0.0,0.0,0.0,0.0,1.5589345693588257,B3GALNT2,0.0,0.0,0.0,endothelial
1188,Tongue,vein endothelial cell,0.11550231277942657,0.29457736015319824,0.0,0.0,0.0,0.0,1.8874090909957886,B3GALNT2,0.0,0.0,0.0,endothelial
1189,Tongue,endothelial cell of artery,0.11113455146551132,0.27860143780708313,0.0,0.0,0.0,0.0,0.9649648666381836,B3GALNT2,0.0,0.0,0.0,endothelial
1190,Trachea,endothelial cell,0.14750373363494873,0.3411722481250763,0.0,0.0,0.0,0.0,1.8005634546279907,B3GALNT2,0.0,0.0,0.0,endothelial
1191,Uterus,endothelial cell,0.16080105304718018,0.35214266180992126,0.0,0.0,0.0,0.0,2.257248640060425,B3GALNT2,0.0,0.0,0.0,endothelial
1192,Uterus,endothelial cell of lymphatic vessel,0.18970713019371033,0.2858893871307373,0.0,0.0,0.0,0.31923192739486694,1.2594096660614014,B3GALNT2,0.31923192739486694,0.7980798184871674,0.0,endothelial
1193,Vasculature,endothelial cell,0.10113437473773956,0.2710692584514618,0.0,0.0,0.0,0.0,2.242821455001831,B3GALNT2,0.0,0.0,0.0,endothelial
1194,Vasculature,endothelial cell of lymphatic vessel,0.08828999102115631,0.23351450264453888,0.0,0.0,0.0,0.0,1.187362551689148,B3GALNT2,0.0,0.0,0.0,endothelial
1195,Vasculature,endothelial cell of artery,0.18287555873394012,0.3479696214199066,0.0,0.0,0.0,0.19865374639630318,1.3384695053100586,B3GALNT2,0.19865374639630318,0.49663436599075794,0.0,endothelial
1196,Bladder,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1197,Bladder,capillary endothelial cell,0.0024969459045678377,0.0217678751796484,0.0,0.0,0.0,0.0,0.18976789712905884,B3GALT1,0.0,0.0,0.0,endothelial
1198,Bladder,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1199,Eye,endothelial cell,0.010675597935914993,0.1072884202003479,0.0,0.0,0.0,0.0,1.078235387802124,B3GALT1,0.0,0.0,0.0,endothelial
1200,Eye,retinal blood vessel endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1201,Fat,endothelial cell,0.002091949572786689,0.03279468044638634,0.0,0.0,0.0,0.0,0.9921135902404785,B3GALT1,0.0,0.0,0.0,endothelial
1202,Heart,cardiac endothelial cell,0.0006153558497317135,0.019193995743989944,0.0,0.0,0.0,0.0,0.7478582859039307,B3GALT1,0.0,0.0,0.0,endothelial
1203,Kidney,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1204,Large_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1205,Liver,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1206,Liver,endothelial cell of hepatic sinusoid,0.022401707246899605,0.1608324646949768,0.0,0.0,0.0,0.0,1.3558826446533203,B3GALT1,0.0,0.0,0.0,endothelial
1207,Lung,blood vessel endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1208,Lung,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1209,Lung,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1210,Lung,vein endothelial cell,0.0018277497729286551,0.039960477501153946,0.0,0.0,0.0,0.0,0.873664379119873,B3GALT1,0.0,0.0,0.0,endothelial
1211,Lung,endothelial cell of artery,0.006567953620105982,0.08333799988031387,0.0,0.0,0.0,0.0,1.0574405193328857,B3GALT1,0.0,0.0,0.0,endothelial
1212,Lung,lung microvascular endothelial cell,0.0035041491501033306,0.05590301752090454,0.0,0.0,0.0,0.0,1.051105260848999,B3GALT1,0.0,0.0,0.0,endothelial
1213,Lymph_Node,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1214,Mammary,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1215,Mammary,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1216,Mammary,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1217,Muscle,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1218,Muscle,endothelial cell of vascular tree,0.0002877833030652255,0.015408743172883987,0.0,0.0,0.0,0.0,0.8250747323036194,B3GALT1,0.0,0.0,0.0,endothelial
1219,Muscle,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1220,Muscle,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1221,Pancreas,endothelial cell,0.00012729938316624612,0.0057959663681685925,0.0,0.0,0.0,0.0,0.2638916075229645,B3GALT1,0.0,0.0,0.0,endothelial
1222,Prostate,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1223,Salivary_Gland,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1224,Salivary_Gland,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1225,Skin,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1226,Small_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1227,Spleen,endothelial cell,0.004376543220132589,0.053910963237285614,0.0,0.0,0.0,0.0,0.834773063659668,B3GALT1,0.0,0.0,0.0,endothelial
1228,Thymus,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1229,Thymus,capillary endothelial cell,0.0025618032086640596,0.047184575349092484,0.0,0.0,0.0,0.0,1.0294523239135742,B3GALT1,0.0,0.0,0.0,endothelial
1230,Thymus,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1231,Thymus,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1232,Tongue,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1233,Tongue,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1234,Tongue,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1235,Tongue,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B3GALT1,0.0,0.0,0.0,endothelial
1236,Trachea,endothelial cell,0.004233632702380419,0.06350459903478622,0.0,0.0,0.0,0.0,0.9525673985481262,B3GALT1,0.0,0.0,0.0,endothelial
